1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,4.0
1.0,3.5,3.15,3.0
1.0,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.8,3.5,3.15,4.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,4.0
0.75,3.5,3.15,4.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,4.0
0.75,3.5,3.15,4.0
0.75,3.5,3.15,4.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,4.0
0.75,3.5,3.15,4.0
0.75,3.5,3.15,4.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,3.0
0.75,3.5,3.15,4.0
0.75,3.5,3.15,3.0
